500
0 1.757,37 1.757,37 0,38 Country 4 (Country) 3,00 0
36 0,01 0,01 0,31 Country 4 (Country) 3,00 264
37 0,01 0,01 0,31 Country 4 (Country) 3,00 264
38 0,01 0,01 0,31 Country 4 (Country) 3,00 264
39 0,01 0,01 0,31 Country 4 (Country) 3,00 264
40 0,01 0,01 0,31 Country 4 (Country) 3,00 264
41 134,94 97,35 0,31 Country 4 (Country) 3,00 264
42 42,84 40,37 0,31 Country 4 (Country) 3,00 277
43 165,04 148,21 0,31 Country 4 (Country) 3,00 285
44 225,00 202,04 0,31 Country 4 (Country) 3,00 298
45 300,18 271,45 0,31 Country 4 (Country) 3,00 319
46 300,11 277,53 0,24 Country 4 (Country) 3,00 355
47 75,24 68,44 0,24 Country 4 (Country) 3,00 375
48 0,41 0,37 0,24 Country 4 (Country) 3,00 389
49 0,35 0,32 0,24 Country 4 (Country) 3,00 390
50 0,30 0,27 0,24 Country 4 (Country) 3,00 391
51 0,12 0,13 0,24 Country 4 (Country) 3,00 393
52 0,07 0,07 0,24 Country 4 (Country) 3,00 394
53 0,01 0,01 0,24 Country 4 (Country) 3,00 395
54 0,01 0,01 0,24 Country 4 (Country) 3,00 395
55 0,01 0,01 0,24 Country 4 (Country) 3,00 395
56 0,01 0,01 0,24 Country 4 (Country) 3,00 395
57 0,01 0,01 0,24 Country 4 (Country) 3,00 395
58 0,01 0,01 0,24 Country 4 (Country) 3,00 395
59 0,01 0,01 0,24 Country 4 (Country) 3,00 395
60 0,01 0,01 0,24 Country 4 (Country) 3,00 395
61 0,01 0,01 0,24 Country 4 (Country) 3,00 395
62 0,01 0,01 0,24 Country 4 (Country) 3,00 395
63 0,01 0,01 0,24 Country 4 (Country) 3,00 395
64 0,01 0,01 0,24 Country 4 (Country) 3,00 395
65 0,01 0,01 0,24 Country 4 (Country) 3,00 395
66 0,01 0,01 0,24 Country 4 (Country) 3,00 395
67 0,01 0,01 0,24 Country 4 (Country) 3,00 395
68 0,01 0,01 0,24 Country 4 (Country) 3,00 395
69 0,01 0,01 0,24 Country 4 (Country) 3,00 395
70 0,01 0,01 0,24 Country 4 (Country) 3,00 395
71 0,01 0,01 0,24 Country 4 (Country) 3,00 395
72 0,01 0,01 0,24 Country 4 (Country) 3,00 395
73 0,01 0,01 0,24 Country 4 (Country) 3,00 395
74 0,01 0,01 0,24 Country 4 (Country) 3,00 395
75 0,01 0,01 0,24 Country 4 (Country) 3,00 395
76 0,01 0,01 0,24 Country 4 (Country) 3,00 395
77 0,01 0,01 0,24 Country 4 (Country) 3,00 395
78 0,01 0,01 0,24 Country 4 (Country) 3,00 395
79 0,01 0,01 0,24 Country 4 (Country) 3,00 395
80 0,01 0,01 0,24 Country 4 (Country) 3,00 395
81 0,01 0,01 0,24 Country 4 (Country) 3,00 395
82 0,01 0,01 0,24 Country 4 (Country) 3,00 395
83 0,01 0,01 0,24 Country 4 (Country) 3,00 395
84 0,01 0,01 0,24 Country 4 (Country) 3,00 395
85 0,01 0,01 0,24 Country 4 (Country) 3,00 395
86 0,01 0,01 0,24 Country 4 (Country) 3,00 395
87 0,01 0,01 0,24 Country 4 (Country) 3,00 395
88 0,01 0,01 0,24 Country 4 (Country) 3,00 395
89 0,01 0,01 0,24 Country 4 (Country) 3,00 395
90 0,01 0,01 0,24 Country 4 (Country) 3,00 395
91 0,01 0,01 0,24 Country 4 (Country) 3,00 395
92 0,01 0,01 0,24 Country 4 (Country) 3,00 395
93 0,01 0,01 0,24 Country 4 (Country) 3,00 395
94 0,01 0,01 0,24 Country 4 (Country) 3,00 395
95 0,01 0,01 0,24 Country 4 (Country) 3,00 395
96 0,01 0,01 0,24 Country 4 (Country) 3,00 395
97 0,01 0,01 0,24 Country 4 (Country) 3,00 395
98 0,01 0,01 0,24 Country 4 (Country) 3,00 395
99 0,01 0,01 0,24 Country 4 (Country) 3,00 395
100 0,01 0,01 0,24 Country 4 (Country) 3,00 395
101 0,01 0,01 0,24 Country 4 (Country) 3,00 395
102 0,01 0,01 0,24 Country 4 (Country) 3,00 395
103 0,01 0,01 0,24 Country 4 (Country) 3,00 395
104 0,01 0,01 0,24 Country 4 (Country) 3,00 395
105 0,01 0,01 0,24 Country 4 (Country) 3,00 395
106 0,01 0,01 0,24 Country 4 (Country) 3,00 395
107 0,01 0,01 0,24 Country 4 (Country) 3,00 395
108 0,01 0,01 0,24 Country 4 (Country) 3,00 395
109 0,01 0,01 0,24 Country 4 (Country) 3,00 395
110 0,01 0,01 0,24 Country 4 (Country) 3,00 395
111 0,01 0,01 0,24 Country 4 (Country) 3,00 395
112 0,01 0,01 0,24 Country 4 (Country) 3,00 395
113 0,01 0,01 0,24 Country 4 (Country) 3,00 395
114 0,01 0,01 0,24 Country 4 (Country) 3,00 395
115 0,01 0,01 0,24 Country 4 (Country) 3,00 395
116 0,01 0,01 0,24 Country 4 (Country) 3,00 395
117 0,01 0,01 0,24 Country 4 (Country) 3,00 395
118 0,01 0,01 0,24 Country 4 (Country) 3,00 395
119 0,01 0,01 0,24 Country 4 (Country) 3,00 395
120 0,01 0,01 0,24 Country 4 (Country) 3,00 395
121 0,01 0,01 0,24 Country 4 (Country) 3,00 395
122 0,01 0,01 0,24 Country 4 (Country) 3,00 395
123 0,01 0,01 0,24 Country 4 (Country) 3,00 395
124 0,01 0,01 0,24 Country 4 (Country) 3,00 395
125 0,01 0,01 0,24 Country 4 (Country) 3,00 395
126 0,01 0,01 0,24 Country 4 (Country) 3,00 395
127 0,01 0,01 0,24 Country 4 (Country) 3,00 395
128 0,01 0,01 0,24 Country 4 (Country) 3,00 395
129 0,01 0,01 0,24 Country 4 (Country) 3,00 395
130 0,01 0,01 0,24 Country 4 (Country) 3,00 395
131 0,01 0,01 0,24 Country 4 (Country) 3,00 395
132 0,01 0,01 0,24 Country 4 (Country) 3,00 395
133 0,01 0,01 0,24 Country 4 (Country) 3,00 395
134 0,01 0,01 0,24 Country 4 (Country) 3,00 395
135 0,01 0,01 0,24 Country 4 (Country) 3,00 395
136 0,01 0,01 0,24 Country 4 (Country) 3,00 395
137 0,01 0,01 0,24 Country 4 (Country) 3,00 395
138 0,01 0,01 0,24 Country 4 (Country) 3,00 395
139 0,01 0,01 0,24 Country 4 (Country) 3,00 395
140 0,01 0,01 0,24 Country 4 (Country) 3,00 395
141 0,01 0,01 0,24 Country 4 (Country) 3,00 395
142 0,01 0,01 0,24 Country 4 (Country) 3,00 395
143 0,01 0,01 0,24 Country 4 (Country) 3,00 395
144 0,01 0,01 0,24 Country 4 (Country) 3,00 395
145 0,01 0,01 0,24 Country 4 (Country) 3,00 395
146 0,01 0,01 0,24 Country 4 (Country) 3,00 395
147 0,01 0,01 0,24 Country 4 (Country) 3,00 395
148 0,01 0,01 0,24 Country 4 (Country) 3,00 395
149 0,01 0,01 0,24 Country 4 (Country) 3,00 395
150 0,01 0,01 0,24 Country 4 (Country) 3,00 395
151 0,01 0,01 0,24 Country 4 (Country) 3,00 395
152 0,01 0,01 0,24 Country 4 (Country) 3,00 395
153 0,01 0,01 0,24 Country 4 (Country) 3,00 395
154 0,01 0,01 0,24 Country 4 (Country) 3,00 395
155 0,01 0,01 0,24 Country 4 (Country) 3,00 395
156 0,01 0,01 0,24 Country 4 (Country) 3,00 395
157 0,01 0,01 0,24 Country 4 (Country) 3,00 395
158 0,01 0,01 0,24 Country 4 (Country) 3,00 395
159 0,01 0,01 0,24 Country 4 (Country) 3,00 395
160 0,01 0,01 0,24 Country 4 (Country) 3,00 395
161 0,01 0,01 0,24 Country 4 (Country) 3,00 395
162 0,01 0,01 0,24 Country 4 (Country) 3,00 395
163 0,01 0,01 0,24 Country 4 (Country) 3,00 395
164 0,01 0,01 0,24 Country 4 (Country) 3,00 395
165 0,01 0,01 0,24 Country 4 (Country) 3,00 395
166 0,01 0,01 0,24 Country 4 (Country) 3,00 395
167 0,01 0,01 0,24 Country 4 (Country) 3,00 395
168 0,01 0,01 0,24 Country 4 (Country) 3,00 395
169 0,01 0,01 0,24 Country 4 (Country) 3,00 395
170 0,01 0,01 0,24 Country 4 (Country) 3,00 395
171 0,01 0,01 0,24 Country 4 (Country) 3,00 395
172 0,01 0,01 0,24 Country 4 (Country) 3,00 395
173 0,01 0,01 0,24 Country 4 (Country) 3,00 395
174 0,01 0,01 0,24 Country 4 (Country) 3,00 395
175 0,01 0,01 0,24 Country 4 (Country) 3,00 395
176 0,01 0,01 0,24 Country 4 (Country) 3,00 395
177 0,01 0,01 0,24 Country 4 (Country) 3,00 395
178 0,01 0,01 0,24 Country 4 (Country) 3,00 395
179 0,01 0,01 0,24 Country 4 (Country) 3,00 395
180 0,01 0,01 0,24 Country 4 (Country) 3,00 395
181 0,01 0,01 0,24 Country 4 (Country) 3,00 395
182 0,01 0,01 0,24 Country 4 (Country) 3,00 395
183 0,01 0,01 0,24 Country 4 (Country) 3,00 395
184 0,01 0,01 0,24 Country 4 (Country) 3,00 395
185 0,01 0,01 0,24 Country 4 (Country) 3,00 395
186 0,01 0,01 0,24 Country 4 (Country) 3,00 395
187 0,01 0,01 0,24 Country 4 (Country) 3,00 395
188 0,01 0,01 0,24 Country 4 (Country) 3,00 395
189 0,01 0,01 0,24 Country 4 (Country) 3,00 395
190 0,01 0,01 0,24 Country 4 (Country) 3,00 395
191 0,01 0,01 0,24 Country 4 (Country) 3,00 395
192 0,01 0,01 0,24 Country 4 (Country) 3,00 395
193 0,01 0,01 0,24 Country 4 (Country) 3,00 395
194 0,01 0,01 0,24 Country 4 (Country) 3,00 395
195 0,01 0,01 0,24 Country 4 (Country) 3,00 395
196 0,01 0,01 0,24 Country 4 (Country) 3,00 395
197 0,01 0,01 0,24 Country 4 (Country) 3,00 395
198 0,01 0,01 0,24 Country 4 (Country) 3,00 395
199 0,01 0,01 0,24 Country 4 (Country) 3,00 395
200 0,01 0,01 0,24 Country 4 (Country) 3,00 395
201 0,01 0,01 0,24 Country 4 (Country) 3,00 395
202 0,01 0,01 0,24 Country 4 (Country) 3,00 395
203 0,01 0,01 0,24 Country 4 (Country) 3,00 395
204 0,01 0,01 0,24 Country 4 (Country) 3,00 395
205 0,01 0,01 0,24 Country 4 (Country) 3,00 395
206 0,01 0,01 0,24 Country 4 (Country) 3,00 395
207 0,01 0,01 0,24 Country 4 (Country) 3,00 395
208 0,01 0,01 0,24 Country 4 (Country) 3,00 395
209 0,01 0,01 0,24 Country 4 (Country) 3,00 395
210 0,01 0,01 0,24 Country 4 (Country) 3,00 395
211 0,01 0,01 0,24 Country 4 (Country) 3,00 395
212 0,01 0,01 0,24 Country 4 (Country) 3,00 395
213 0,01 0,01 0,24 Country 4 (Country) 3,00 395
214 0,01 0,01 0,24 Country 4 (Country) 3,00 395
215 0,01 0,01 0,24 Country 4 (Country) 3,00 395
216 0,01 0,01 0,24 Country 4 (Country) 3,00 395
217 0,01 0,01 0,24 Country 4 (Country) 3,00 395
218 0,01 0,01 0,24 Country 4 (Country) 3,00 395
219 0,01 0,01 0,24 Country 4 (Country) 3,00 395
220 0,01 0,01 0,24 Country 4 (Country) 3,00 395
221 0,01 0,01 0,24 Country 4 (Country) 3,00 395
222 0,01 0,01 0,24 Country 4 (Country) 3,00 395
223 0,01 0,01 0,24 Country 4 (Country) 3,00 395
224 0,01 0,01 0,24 Country 4 (Country) 3,00 395
225 0,01 0,01 0,24 Country 4 (Country) 3,00 395
226 0,01 0,01 0,24 Country 4 (Country) 3,00 395
227 0,01 0,01 0,24 Country 4 (Country) 3,00 395
228 0,01 0,01 0,24 Country 4 (Country) 3,00 395
229 0,01 0,01 0,24 Country 4 (Country) 3,00 395
230 0,01 0,01 0,24 Country 4 (Country) 3,00 395
231 0,01 0,01 0,24 Country 4 (Country) 3,00 395
232 0,01 0,01 0,24 Country 4 (Country) 3,00 395
233 0,01 0,01 0,24 Country 4 (Country) 3,00 395
234 0,01 0,01 0,24 Country 4 (Country) 3,00 395
235 0,01 0,01 0,24 Country 4 (Country) 3,00 395
236 0,01 0,01 0,24 Country 4 (Country) 3,00 395
237 0,01 0,01 0,24 Country 4 (Country) 3,00 395
238 0,01 0,01 0,24 Country 4 (Country) 3,00 395
239 0,01 0,01 0,24 Country 4 (Country) 3,00 395
240 0,01 0,01 0,24 Country 4 (Country) 3,00 395
241 0,01 0,01 0,24 Country 4 (Country) 3,00 395
242 0,01 0,01 0,24 Country 4 (Country) 3,00 395
243 0,01 0,01 0,24 Country 4 (Country) 3,00 395
244 0,01 0,01 0,24 Country 4 (Country) 3,00 395
245 0,01 0,01 0,24 Country 4 (Country) 3,00 395
246 0,01 0,01 0,24 Country 4 (Country) 3,00 395
247 0,01 0,01 0,24 Country 4 (Country) 3,00 395
248 0,01 0,01 0,24 Country 4 (Country) 3,00 395
249 0,01 0,01 0,24 Country 4 (Country) 3,00 395
250 0,01 0,01 0,24 Country 4 (Country) 3,00 395
251 0,01 0,01 0,24 Country 4 (Country) 3,00 395
252 0,01 0,01 0,24 Country 4 (Country) 3,00 395
253 0,01 0,01 0,24 Country 4 (Country) 3,00 395
254 0,01 0,01 0,24 Country 4 (Country) 3,00 395
255 0,01 0,01 0,24 Country 4 (Country) 3,00 395
256 0,01 0,01 0,24 Country 4 (Country) 3,00 395
257 0,01 0,01 0,24 Country 4 (Country) 3,00 395
258 0,01 0,01 0,24 Country 4 (Country) 3,00 395
259 0,01 0,01 0,24 Country 4 (Country) 3,00 395
260 0,01 0,01 0,24 Country 4 (Country) 3,00 395
261 0,01 0,01 0,24 Country 4 (Country) 3,00 395
262 0,01 0,01 0,24 Country 4 (Country) 3,00 395
263 0,01 0,01 0,24 Country 4 (Country) 3,00 395
264 0,01 0,01 0,24 Country 4 (Country) 3,00 395
265 0,01 0,01 0,24 Country 4 (Country) 3,00 395
266 0,01 0,01 0,24 Country 4 (Country) 3,00 395
267 0,01 0,01 0,24 Country 4 (Country) 3,00 395
268 0,01 0,01 0,24 Country 4 (Country) 3,00 395
269 0,01 0,01 0,24 Country 4 (Country) 3,00 395
270 0,01 0,01 0,24 Country 4 (Country) 3,00 395
271 0,01 0,01 0,24 Country 4 (Country) 3,00 395
272 0,01 0,01 0,24 Country 4 (Country) 3,00 395
273 0,01 0,01 0,24 Country 4 (Country) 3,00 395
274 0,01 0,01 0,24 Country 4 (Country) 3,00 395
275 0,01 0,01 0,24 Country 4 (Country) 3,00 395
276 0,01 0,01 0,24 Country 4 (Country) 3,00 395
277 0,01 0,01 0,24 Country 4 (Country) 3,00 395
278 0,01 0,01 0,24 Country 4 (Country) 3,00 395
279 0,01 0,01 0,24 Country 4 (Country) 3,00 395
280 0,01 0,01 0,24 Country 4 (Country) 3,00 395
281 0,01 0,01 0,24 Country 4 (Country) 3,00 395
282 0,01 0,01 0,24 Country 4 (Country) 3,00 395
283 0,01 0,01 0,24 Country 4 (Country) 3,00 395
284 0,01 0,01 0,24 Country 4 (Country) 3,00 395
285 0,01 0,01 0,24 Country 4 (Country) 3,00 395
286 0,01 0,01 0,24 Country 4 (Country) 3,00 395
287 0,01 0,01 0,24 Country 4 (Country) 3,00 395
288 0,01 0,01 0,24 Country 4 (Country) 3,00 395
289 0,01 0,01 0,24 Country 4 (Country) 3,00 395
290 0,01 0,01 0,24 Country 4 (Country) 3,00 395
291 0,01 0,01 0,24 Country 4 (Country) 3,00 395
292 0,01 0,01 0,24 Country 4 (Country) 3,00 395
293 0,01 0,01 0,24 Country 4 (Country) 3,00 395
294 0,01 0,01 0,24 Country 4 (Country) 3,00 395
295 0,01 0,01 0,24 Country 4 (Country) 3,00 395
296 0,01 0,01 0,24 Country 4 (Country) 3,00 395
297 0,01 0,01 0,24 Country 4 (Country) 3,00 395
298 0,01 0,01 0,24 Country 4 (Country) 3,00 395
299 0,01 0,01 0,24 Country 4 (Country) 3,00 395
300 0,01 0,01 0,24 Country 4 (Country) 3,00 395
301 0,01 0,01 0,24 Country 4 (Country) 3,00 395
302 0,01 0,01 0,24 Country 4 (Country) 3,00 395
303 0,01 0,01 0,24 Country 4 (Country) 3,00 395
304 0,01 0,01 0,24 Country 4 (Country) 3,00 395
305 0,01 0,01 0,24 Country 4 (Country) 3,00 395
306 0,01 0,01 0,24 Country 4 (Country) 3,00 395
307 0,01 0,01 0,24 Country 4 (Country) 3,00 395
308 0,01 0,01 0,24 Country 4 (Country) 3,00 395
309 0,01 0,01 0,24 Country 4 (Country) 3,00 395
310 0,01 0,01 0,24 Country 4 (Country) 3,00 395
311 0,01 0,01 0,24 Country 4 (Country) 3,00 395
312 0,01 0,01 0,24 Country 4 (Country) 3,00 395
313 0,01 0,01 0,24 Country 4 (Country) 3,00 395
314 0,01 0,01 0,24 Country 4 (Country) 3,00 395
315 0,01 0,01 0,24 Country 4 (Country) 3,00 395
316 0,01 0,01 0,24 Country 4 (Country) 3,00 395
317 0,01 0,01 0,24 Country 4 (Country) 3,00 395
318 0,01 0,01 0,24 Country 4 (Country) 3,00 395
319 0,01 0,01 0,24 Country 4 (Country) 3,00 395
320 0,01 0,01 0,24 Country 4 (Country) 3,00 395
321 0,01 0,01 0,24 Country 4 (Country) 3,00 395
322 0,01 0,01 0,24 Country 4 (Country) 3,00 395
323 0,01 0,01 0,24 Country 4 (Country) 3,00 395
324 0,01 0,01 0,24 Country 4 (Country) 3,00 395
325 0,01 0,01 0,24 Country 4 (Country) 3,00 395
326 0,01 0,01 0,24 Country 4 (Country) 3,00 395
327 0,01 0,01 0,24 Country 4 (Country) 3,00 395
328 0,01 0,01 0,24 Country 4 (Country) 3,00 395
329 0,01 0,01 0,24 Country 4 (Country) 3,00 395
330 0,01 0,01 0,24 Country 4 (Country) 3,00 395
331 0,01 0,01 0,24 Country 4 (Country) 3,00 395
332 0,01 0,01 0,24 Country 4 (Country) 3,00 395
333 0,01 0,01 0,24 Country 4 (Country) 3,00 395
334 0,01 0,01 0,24 Country 4 (Country) 3,00 395
335 0,01 0,01 0,24 Country 4 (Country) 3,00 395
336 0,01 0,01 0,24 Country 4 (Country) 3,00 395
337 0,01 0,01 0,24 Country 4 (Country) 3,00 395
338 0,01 0,01 0,24 Country 4 (Country) 3,00 395
339 0,01 0,01 0,24 Country 4 (Country) 3,00 395
340 0,01 0,01 0,24 Country 4 (Country) 3,00 395
341 0,01 0,01 0,24 Country 4 (Country) 3,00 395
342 0,01 0,01 0,24 Country 4 (Country) 3,00 395
343 0,01 0,01 0,24 Country 4 (Country) 3,00 395
344 0,01 0,01 0,24 Country 4 (Country) 3,00 395
345 0,01 0,01 0,24 Country 4 (Country) 3,00 395
346 0,01 0,01 0,24 Country 4 (Country) 3,00 395
347 0,01 0,01 0,24 Country 4 (Country) 3,00 395
348 0,01 0,01 0,24 Country 4 (Country) 3,00 395
349 0,01 0,01 0,24 Country 4 (Country) 3,00 395
350 0,01 0,01 0,24 Country 4 (Country) 3,00 395
351 0,01 0,01 0,24 Country 4 (Country) 3,00 395
352 0,01 0,01 0,24 Country 4 (Country) 3,00 395
353 0,01 0,01 0,24 Country 4 (Country) 3,00 395
354 0,01 0,01 0,24 Country 4 (Country) 3,00 395
355 0,01 0,01 0,24 Country 4 (Country) 3,00 395
356 0,01 0,01 0,24 Country 4 (Country) 3,00 395
357 0,01 0,01 0,24 Country 4 (Country) 3,00 395
358 0,01 0,01 0,24 Country 4 (Country) 3,00 395
359 0,01 0,01 0,24 Country 4 (Country) 3,00 395
360 0,01 0,01 0,24 Country 4 (Country) 3,00 395
361 0,00 0,01 0,24 Country 4 (Country) 3,00 396
362 0,00 0,01 0,24 Country 4 (Country) 3,00 396
363 0,00 0,01 0,24 Country 4 (Country) 3,00 396
364 0,00 0,01 0,24 Country 4 (Country) 3,00 396
365 0,00 0,01 0,24 Country 4 (Country) 3,00 396
366 0,00 0,01 0,24 Country 4 (Country) 3,00 396
367 0,00 0,01 0,24 Country 4 (Country) 3,00 396
368 0,00 0,01 0,24 Country 4 (Country) 3,00 396
369 0,00 0,01 0,24 Country 4 (Country) 3,00 396
370 0,00 0,01 0,24 Country 4 (Country) 3,00 396
371 0,00 0,01 0,24 Country 4 (Country) 3,00 396
372 0,00 0,01 0,24 Country 4 (Country) 3,00 396
373 0,00 0,01 0,24 Country 4 (Country) 3,00 396
374 0,00 0,01 0,24 Country 4 (Country) 3,00 396
375 0,00 0,01 0,24 Country 4 (Country) 3,00 396
376 0,00 0,01 0,24 Country 4 (Country) 3,00 396
377 0,00 0,01 0,24 Country 4 (Country) 3,00 396
378 0,00 0,01 0,24 Country 4 (Country) 3,00 396
379 0,00 0,01 0,24 Country 4 (Country) 3,00 396
380 0,00 0,01 0,24 Country 4 (Country) 3,00 396
381 0,00 0,01 0,24 Country 4 (Country) 3,00 396
382 0,00 0,01 0,24 Country 4 (Country) 3,00 396
383 0,00 0,01 0,24 Country 4 (Country) 3,00 396
384 0,00 0,01 0,24 Country 4 (Country) 3,00 396
385 0,00 0,01 0,24 Country 4 (Country) 3,00 396
386 0,00 0,01 0,24 Country 4 (Country) 3,00 396
387 0,00 0,01 0,24 Country 4 (Country) 3,00 396
388 0,00 0,01 0,24 Country 4 (Country) 3,00 396
389 0,00 0,01 0,24 Country 4 (Country) 3,00 396
390 0,00 0,01 0,24 Country 4 (Country) 3,00 396
391 0,00 0,01 0,24 Country 4 (Country) 3,00 396
392 0,00 0,01 0,24 Country 4 (Country) 3,00 396
393 0,00 0,01 0,24 Country 4 (Country) 3,00 396
394 0,00 0,01 0,24 Country 4 (Country) 3,00 396
395 0,00 0,01 0,24 Country 4 (Country) 3,00 396
396 0,00 0,01 0,24 Country 4 (Country) 3,00 396
397 0,00 0,01 0,24 Country 4 (Country) 3,00 396
398 0,00 0,01 0,24 Country 4 (Country) 3,00 396
399 0,00 0,01 0,24 Country 4 (Country) 3,00 396
400 0,00 0,01 0,24 Country 4 (Country) 3,00 396
401 0,00 0,01 0,24 Country 4 (Country) 3,00 396
402 0,00 0,01 0,24 Country 4 (Country) 3,00 396
403 0,00 0,01 0,24 Country 4 (Country) 3,00 396
404 0,00 0,01 0,24 Country 4 (Country) 3,00 396
405 0,00 0,01 0,24 Country 4 (Country) 3,00 396
406 0,00 0,01 0,24 Country 4 (Country) 3,00 396
407 0,00 0,01 0,24 Country 4 (Country) 3,00 396
408 0,00 0,01 0,24 Country 4 (Country) 3,00 396
409 0,00 0,01 0,24 Country 4 (Country) 3,00 396
410 0,00 0,01 0,24 Country 4 (Country) 3,00 396
411 0,00 0,01 0,24 Country 4 (Country) 3,00 396
412 0,00 0,01 0,24 Country 4 (Country) 3,00 396
413 0,00 0,01 0,24 Country 4 (Country) 3,00 396
414 0,00 0,01 0,24 Country 4 (Country) 3,00 396
415 0,00 0,01 0,24 Country 4 (Country) 3,00 396
416 0,00 0,01 0,24 Country 4 (Country) 3,00 396
417 0,00 0,01 0,24 Country 4 (Country) 3,00 396
418 0,00 0,01 0,24 Country 4 (Country) 3,00 396
419 0,00 0,01 0,24 Country 4 (Country) 3,00 396
420 0,00 0,01 0,24 Country 4 (Country) 3,00 396
421 0,00 0,01 0,24 Country 4 (Country) 3,00 396
422 0,00 0,01 0,24 Country 4 (Country) 3,00 396
423 0,00 0,01 0,24 Country 4 (Country) 3,00 396
424 0,00 0,01 0,24 Country 4 (Country) 3,00 396
425 0,00 0,01 0,24 Country 4 (Country) 3,00 396
426 0,00 0,01 0,24 Country 4 (Country) 3,00 396
427 0,00 0,01 0,24 Country 4 (Country) 3,00 396
428 0,00 0,01 0,24 Country 4 (Country) 3,00 396
429 0,00 0,01 0,24 Country 4 (Country) 3,00 396
430 0,00 0,01 0,24 Country 4 (Country) 3,00 396
431 0,00 0,01 0,24 Country 4 (Country) 3,00 396
432 0,00 0,01 0,24 Country 4 (Country) 3,00 396
433 0,00 0,01 0,24 Country 4 (Country) 3,00 396
434 0,00 0,01 0,24 Country 4 (Country) 3,00 396
435 0,00 0,01 0,24 Country 4 (Country) 3,00 396
436 0,00 0,01 0,24 Country 4 (Country) 3,00 396
437 0,00 0,01 0,24 Country 4 (Country) 3,00 396
438 0,00 0,01 0,24 Country 4 (Country) 3,00 396
439 0,00 0,01 0,24 Country 4 (Country) 3,00 396
440 0,00 0,01 0,24 Country 4 (Country) 3,00 396
441 0,00 0,01 0,24 Country 4 (Country) 3,00 396
442 0,00 0,01 0,24 Country 4 (Country) 3,00 396
443 0,00 0,01 0,24 Country 4 (Country) 3,00 396
444 0,00 0,01 0,24 Country 4 (Country) 3,00 396
445 0,00 0,01 0,24 Country 4 (Country) 3,00 396
446 0,00 0,01 0,24 Country 4 (Country) 3,00 396
447 0,00 0,01 0,24 Country 4 (Country) 3,00 396
448 0,00 0,01 0,24 Country 4 (Country) 3,00 396
449 0,00 0,01 0,24 Country 4 (Country) 3,00 396
450 0,00 0,01 0,24 Country 4 (Country) 3,00 396
451 0,00 0,01 0,24 Country 4 (Country) 3,00 396
452 0,00 0,01 0,24 Country 4 (Country) 3,00 396
453 0,00 0,01 0,24 Country 4 (Country) 3,00 396
454 0,00 0,01 0,24 Country 4 (Country) 3,00 396
455 0,00 0,01 0,24 Country 4 (Country) 3,00 396
456 0,00 0,01 0,24 Country 4 (Country) 3,00 396
457 0,00 0,01 0,24 Country 4 (Country) 3,00 396
458 0,00 0,01 0,24 Country 4 (Country) 3,00 396
459 0,00 0,01 0,24 Country 4 (Country) 3,00 396
460 0,00 0,01 0,24 Country 4 (Country) 3,00 396
461 0,00 0,01 0,24 Country 4 (Country) 3,00 396
462 0,00 0,01 0,24 Country 4 (Country) 3,00 396
463 0,00 0,01 0,24 Country 4 (Country) 3,00 396
464 0,00 0,01 0,24 Country 4 (Country) 3,00 396
