500
0 3.793,29 0,00 3.793,29 0,00 0
1 1.117,79 43.982,06 1.117,79 43.982,06 0
43 0,12 178.359,11 0,12 174.911,49 -60,4673511442665
44 0,59 177.790,03 0,57 171.941,36 -3,28040535504355
45 0,38 176.866,47 0,36 167.815,52 15,7614486208762
46 0,56 176.631,01 0,53 165.997,37 34,6300870434429
47 0,11 176.112,97 0,10 161.873,77 31,5478120129807
48 1,03 176.460,13 0,94 160.187,10 10,3755001182097
49 0,18 175.994,88 0,16 157.773,04 29,0580291028926
50 0,39 175.708,26 0,34 154.271,48 86,7511367503101
51 0,46 175.772,24 0,48 181.654,59 32,5946975682049
52 0,08 175.617,53 0,08 185.999,95 45,865565007869
53 0,43 174.649,59 0,45 180.698,37 16,7487800644029
54 0,14 173.818,72 0,15 175.842,61 20,6390997037339
55 0,56 172.393,32 0,56 172.935,80 15,0996433066841
56 0,40 171.475,31 0,40 171.865,64 19,7035444034177
57 0,01 171.489,20 0,01 166.148,38 67,3815823195426
58 0,02 170.551,85 0,01 167.121,78 76,206131162444
59 0,52 169.424,95 0,49 161.161,64 85,2119345897128
60 0,60 169.010,37 0,57 159.759,56 107,998712489236
61 0,22 168.286,58 0,20 157.146,02 128,382422586029
62 0,70 167.332,59 0,64 153.129,23 90,3382894527863
63 11,74 166.728,95 10,58 150.260,05 561,799359956657
64 0,13 166.670,62 0,12 146.467,64 783,924590105632
65 7,78 167.111,04 6,68 143.436,15 461,813375129932
66 31,58 167.570,10 27,34 145.116,76 174,811436579453
67 0,20 166.757,15 0,17 142.705,24 174,811436579453
68 7,57 167.915,98 6,17 136.926,74 181,894952567128
69 0,26 166.598,65 0,22 140.311,30 152,257858625978
70 0,01 164.341,43 0,01 133.251,46 152,14367374824
71 1,22 165.566,32 0,97 131.110,03 176,270049427444
72 40,73 165.192,85 32,41 131.430,39 165,125839553721
73 0,43 164.215,85 0,34 129.760,83 189,004968192009
74 0,16 163.649,87 0,13 127.351,21 -89,1550821821791
75 0,28 162.959,67 0,22 124.991,40 -86,021108300512
76 0,03 162.153,94 0,02 122.044,27 -86,0230578777518
77 1,25 162.236,08 0,93 119.797,75 -67,5784416093464
78 0,27 161.920,69 0,20 119.059,57 -67,9165609121557
79 0,22 163.050,73 0,16 117.043,59 -68,2996743814858
80 4,37 164.785,61 3,15 118.949,74 -68,2996743814858
81 0,50 166.664,53 0,36 120.478,48 -69,0824079674797
82 -10,73 167.216,36 -10,00 155.744,07 -69,8582797408692
83 0,79 167.449,13 0,71 149.772,97 -50,9387721624963
84 2,39 167.472,73 2,13 149.460,80 -50,9387721624963
85 5,23 167.827,51 4,58 146.868,31 -61,7675521535286
86 0,13 168.049,66 0,12 153.432,73 -50,7743680517292
87 0,14 168.588,88 0,13 152.160,00 -51,2522566350101
88 -6,64 169.645,39 -6,10 155.880,44 -52,252499660926
89 0,20 169.941,93 0,19 159.066,93 -52,3194957279719
90 0,23 170.003,13 0,21 156.948,62 -9,37991530582658
91 0,09 169.529,93 0,08 156.678,33 -9,41596405348795
92 0,05 168.142,34 0,04 149.750,03 -9,41596405348795
93 0,51 168.955,76 0,45 146.506,39 -18,7293375218655
94 0,23 168.186,48 0,21 151.225,67 -25,7991188834721
95 0,21 169.144,91 0,18 150.770,62 19,4524599429999
96 0,19 168.266,41 0,17 150.317,75 -64,841721265875
97 5,29 169.134,33 4,60 147.103,48 -64,310780931975
98 35,49 169.281,22 30,96 147.699,42 -74,7648418072438
99 5,08 169.920,91 4,21 140.860,34 -65,9414762688533
100 3,82 167.292,21 3,23 141.522,64 -70,2171054362734
101 0,14 166.306,56 0,11 133.114,03 -50,8496963419433
102 17,19 166.839,78 13,44 130.431,84 -50,8496963419433
103 8,18 165.137,93 6,34 127.958,72 -51,7567307604452
104 18,43 164.099,71 14,09 125.445,72 -60,8451408045602
105 0,74 165.312,67 0,58 128.490,04 -60,2305233139956
106 2,57 164.622,58 2,07 132.684,53 -60,231950747241
107 8,44 164.066,89 6,63 128.831,22 -61,0795321546949
108 7,27 164.393,48 5,56 125.630,39 -62,1056977574265
109 40,62 164.030,81 31,10 125.581,93 -62,1056977574265
110 44,62 164.159,85 33,81 124.378,32 -64,400880131632
111 62,87 164.214,56 47,34 123.634,99 -45,7799038671721
112 3,21 164.131,79 2,41 123.498,30 -40,4994963774446
113 4,93 164.187,44 3,68 122.438,23 -39,9603033707805
114 10,61 164.229,27 7,92 122.571,85 -47,3010615138435
115 2,36 164.202,45 1,77 122.785,06 -46,4106807055014
116 1,20 164.358,94 0,90 123.245,83 -26,7430666835344
117 14,98 164.338,76 11,29 123.879,74 -26,7430666835344
118 21,01 164.344,83 15,81 123.671,79 -15,3266708970924
119 0,35 164.225,35 0,26 123.694,48 -15,3266708970924
120 0,40 164.312,26 0,30 122.734,37 -27,4419305736257
121 2,82 164.356,24 2,12 123.595,87 -17,9831784757954
122 24,04 164.274,57 18,11 123.735,78 -17,9831784757954
123 25,48 164.404,96 19,31 124.605,75 -29,5807137866912
124 0,09 164.399,04 0,07 124.105,22 -9,13525296210842
125 16,25 164.409,70 12,32 124.600,82 274,99990100197
126 44,78 164.541,25 34,42 126.479,82 145,672787311324
127 40,58 164.565,91 31,29 126.889,04 144,940006343436
128 34,89 164.517,48 26,77 126.218,89 144,940006343436
129 39,90 164.544,56 30,33 125.074,78 160,544874888552
130 39,96 164.479,79 30,41 125.180,06 160,544874888552
131 31,71 164.477,17 24,16 125.281,43 160,544874888552
132 18,25 164.445,05 13,80 124.307,94 176,727034370135
133 9,72 164.446,86 7,38 124.941,70 174,859332760876
134 2,45 164.455,83 1,85 124.011,14 174,859332760876
135 0,46 164.450,44 0,35 124.147,15 174,859332760876
136 8,00 164.640,98 6,04 124.300,53 196,510806806562
137 9,31 164.607,57 6,90 121.919,46 172,832601484171
138 0,15 164.549,52 0,11 122.942,56 172,832601484171
139 0,16 164.557,20 0,12 122.972,43 171,947580580813
140 0,66 164.547,02 0,50 124.327,59 209,635719615049
141 0,06 164.540,77 0,04 121.949,13 441,784537440106
142 0,42 164.550,23 0,30 120.103,47 441,784537440106
143 0,41 164.570,97 0,30 119.584,50 496,595837202097
144 0,44 164.585,44 0,32 119.490,31 532,200267752337
145 0,02 164.740,18 0,02 118.359,02 532,186376805014
146 0,32 164.738,81 0,23 118.517,33 630,73892980261
147 0,50 164.667,54 0,36 118.051,44 630,73892980261
148 0,47 164.666,80 0,34 118.109,62 630,73892980261
149 0,16 164.919,52 0,12 118.711,49 665,943510183069
150 9,54 164.731,76 6,88 118.820,03 665,943510183069
151 13,56 164.895,56 9,78 118.890,20 629,976992835068
152 22,90 164.951,20 16,70 120.269,90 700,282146867345
153 0,23 164.989,70 0,17 122.036,39 710,956131077195
154 2,59 165.298,74 1,94 124.110,96 710,956131077195
155 32,01 164.996,68 24,34 125.431,93 1566,47363543828
156 11,35 164.954,13 8,60 125.038,80 621,523671148338
157 19,07 164.869,30 14,44 124.821,93 621,523671148338
158 12,10 164.856,47 9,21 125.488,33 306,041354646896
159 8,23 164.841,33 6,25 125.310,07 306,00218913937
160 1,90 164.834,64 1,45 125.316,97 305,00059511633
161 0,18 164.833,01 0,13 125.424,29 190,954160441553
162 0,11 164.833,05 0,09 124.044,43 190,954160441553
163 0,03 164.832,83 0,03 124.462,88 167,687728081616
164 0,82 164.933,39 0,62 124.983,96 -88,0201813796576
165 0,87 164.991,34 0,66 125.732,58 -88,6993109025386
166 0,20 165.022,89 0,15 126.186,08 -55,3880535558237
167 0,01 164.993,76 0,01 126.208,12 -53,1498986786519
168 0,01 164.906,35 0,01 126.555,80 -53,1498986786519
169 0,07 164.880,81 0,05 125.984,40 -64,5794198804466
170 2,80 164.963,06 2,13 125.595,84 -65,7308075121569
171 12,24 165.188,36 9,33 125.925,21 -65,7308075121569
172 0,12 165.004,70 0,09 126.196,71 -65,8868944017974
173 0,09 164.966,95 0,07 126.058,77 -60,0114034016336
174 0,51 165.119,95 0,39 126.278,63 -49,66886682773
175 8,03 165.256,38 6,14 126.504,18 -49,66886682773
176 14,68 165.258,85 11,19 126.005,66 -6,36465358283569
177 9,30 165.057,62 7,09 125.802,57 -6,36465358283569
178 8,18 165.039,37 6,22 125.426,64 -13,328304635169
179 1,27 165.054,32 0,96 125.236,62 -10,4165863495866
180 0,28 165.085,25 0,21 125.184,64 -10,6783157238691
181 9,36 165.093,36 7,12 125.571,21 -10,6783157238691
182 0,44 165.161,60 0,34 126.109,20 -0,76159900590451
183 4,97 165.203,50 3,74 124.539,99 -0,0233074032429294
184 2,28 165.396,84 1,72 125.233,43 -0,0233074032429294
185 13,36 165.347,39 10,18 126.050,08 14,0397245540947
186 6,12 165.131,32 4,66 125.849,50 -3,02234514737251
187 -8,83 165.429,46 -6,54 122.521,92 -26,9700736391345
188 -63,23 166.069,23 -47,41 124.510,70 -26,9700736391345
189 0,32 165.679,11 0,24 125.788,44 -31,4482287338826
190 0,51 165.733,00 0,39 126.167,01 -31,4482287338826
191 0,19 165.851,27 0,15 126.274,00 -31,4482287338826
192 0,22 165.947,15 0,17 126.566,05 -16,3177905071357
193 0,13 166.071,02 0,10 126.832,61 -16,3177905071357
194 -3,85 166.427,13 -2,96 128.002,19 -16,3177905071357
195 0,96 166.305,98 0,74 128.098,93 -16,3177905071357
196 48,57 166.190,35 37,23 127.388,37 -16,3177905071357
197 18,52 166.657,16 14,14 127.258,37 -16,3177905071357
198 0,39 166.814,31 0,30 127.674,69 -38,5341581737791
199 17,19 166.869,30 13,28 128.895,39 6,12577402007455
200 14,00 166.804,86 10,78 128.458,72 -15,5549976090262
201 1,12 167.028,28 0,86 128.348,69 -17,5709923665695
202 13,18 166.862,53 10,20 129.115,12 -16,7742318757494
203 -34,74 167.342,74 -26,87 129.454,15 -23,5957427059431
204 -27,48 167.788,74 -21,04 128.444,26 -2,63359088039949
205 -18,86 167.958,67 -14,77 131.512,90 -2,63359088039949
206 -32,14 168.351,20 -25,29 132.480,35 -2,63359088039949
207 -17,28 168.775,58 -13,66 133.404,12 -15,2041272847661
208 0,30 168.827,22 0,24 133.856,52 -9,40601266276771
209 11,72 168.932,92 9,15 131.918,81 0,422646061384214
210 47,49 168.748,88 37,74 134.093,58 0,484125561830566
211 22,12 169.264,89 17,53 134.122,76 0,484125561830566
212 3,56 170.120,28 2,84 135.764,34 -7,52583953610683
213 0,82 170.347,49 0,66 136.384,24 -7,03210383377289
214 -23,35 171.006,29 -18,73 137.146,20 -7,03210383377289
215 -21,94 171.791,55 -17,70 138.556,12 -7,68829706925721
216 -14,54 171.713,99 -11,82 139.564,00 21,1419770730049
217 0,02 171.557,20 0,02 139.241,02 5,70771677944896
218 11,19 171.459,03 9,01 138.062,16 22,6841301543793
219 0,01 171.650,49 0,00 137.305,82 26,9378416458248
220 -11,04 171.838,93 -8,91 138.737,57 15,5671630252805
221 -26,92 172.015,11 -21,83 139.462,14 13,1777522269362
222 -31,48 172.198,32 -25,63 140.198,04 13,1777522269362
223 -36,98 172.294,82 -30,09 140.196,32 15,5024870066324
224 -42,66 172.482,19 -34,69 140.259,15 15,4764254567911
225 -36,03 172.523,95 -29,36 140.583,06 15,4764254567911
226 -38,95 172.665,16 -31,66 140.323,37 15,7377450804731
227 0,09 172.433,46 0,08 140.861,70 34,1549698389784
228 -9,10 172.526,66 -7,41 140.554,09 34,1549698389784
229 2,70 172.550,15 2,20 140.666,32 34,1549698389784
230 5,52 172.519,49 4,51 140.822,46 34,1549698389784
231 0,04 172.614,48 0,04 140.967,19 34,1549698389784
232 -6,76 172.720,11 -5,53 141.223,83 31,6961021912461
233 18,67 172.604,67 15,29 141.349,79 31,6961021912461
234 4,32 172.608,68 3,54 141.205,72 31,6961021912461
235 18,62 172.526,02 15,23 141.130,45 38,3919567718145
236 20,62 172.666,95 16,85 141.100,52 38,3919567718145
237 43,89 172.357,48 35,92 141.038,31 38,4387279041871
238 32,47 172.254,13 26,45 140.306,13 38,4387279041871
239 2,20 172.024,09 1,79 139.961,56 30,0588185507114
240 15,00 171.937,97 12,17 139.483,67 31,3154371293607
241 9,07 172.025,44 7,35 139.392,95 31,38377704114
242 5,98 171.914,94 4,85 139.438,14 31,2036158473785
243 2,46 171.751,06 1,99 139.053,69 31,2036158473785
244 14,52 171.685,54 11,73 138.671,80 24,2059905345512
245 22,36 171.648,36 18,04 138.490,23 -1,07801881159297
246 16,95 171.678,74 13,66 138.392,63 -1,07801881159297
247 0,28 171.674,66 0,22 138.356,55 -1,07801881159297
248 0,36 171.409,11 0,29 137.963,13 -1,07801881159297
249 4,38 171.369,24 3,52 137.439,72 8,97935342882507
250 0,06 171.154,22 0,05 137.320,68 30,6828896985235
251 12,38 171.110,05 9,87 136.376,53 -17,9994288962615
252 0,14 171.093,15 0,11 136.153,85 -12,819478740827
253 5,74 171.116,30 4,58 136.611,08 -17,8073732671916
254 2,50 171.139,26 1,98 135.632,74 -17,8255631972998
255 3,52 171.085,24 2,81 136.554,68 -17,8255631972998
256 5,74 171.016,44 4,57 136.194,51 -27,7833673526522
257 2,62 170.905,55 2,08 135.588,70 -36,0464555716735
258 0,13 170.513,09 0,11 135.064,66 -25,2200302995675
259 0,52 170.293,84 0,41 133.917,99 -33,2127261062844
260 6,53 170.131,43 5,09 132.587,20 -33,1565395861292
261 1,46 170.089,49 1,13 131.877,13 -35,1218312771044
262 0,10 169.908,08 0,08 133.179,94 -32,5676418835947
263 9,82 169.989,42 7,66 132.724,75 -35,8736317400544
264 0,05 169.784,07 0,04 133.148,18 -35,8736317400544
265 0,61 169.669,50 0,48 131.977,15 -31,9056867896463
266 1,33 169.676,62 1,04 132.126,99 -31,7344130305073
267 0,69 169.513,65 0,54 131.731,85 -35,1654026225109
268 0,46 169.228,84 0,35 131.035,55 -35,6535424526996
269 0,20 169.168,02 0,15 130.330,67 -12,4633237803155
270 30,42 169.006,74 23,33 129.622,44 -12,4633237803155
271 32,76 168.817,70 24,98 128.714,14 -12,4633237803155
272 37,41 168.713,94 28,43 128.234,03 -12,4633237803155
273 34,96 168.650,59 26,40 127.350,38 -3,95611673751655
274 35,88 168.565,80 26,85 126.131,10 89,6428323547369
275 29,71 168.558,40 22,04 125.044,74 89,6428323547369
276 28,90 168.470,30 21,29 124.107,59 103,911686433683
277 28,96 168.264,41 21,36 124.085,44 104,315329592154
278 22,89 168.254,13 16,70 122.753,13 135,448506197919
279 17,10 168.233,51 12,43 122.272,78 128,975917661114
280 11,14 168.218,82 8,03 121.278,07 128,231740120277
281 5,45 168.206,61 3,93 121.193,96 128,231740120277
282 2,53 168.067,91 1,83 121.513,00 -8,25331787630595
283 0,04 167.982,80 0,03 121.172,65 -8,25331787630595
284 0,05 167.991,89 0,03 120.969,68 2,19569696248028
285 -0,58 168.010,31 -0,42 120.915,21 2,19569696248028
286 0,02 167.996,14 0,02 121.148,57 2,59644022017562
287 0,14 168.039,82 0,10 122.137,33 2,57231242641317
288 2,76 168.026,80 2,02 122.972,38 2,57231242641317
289 0,19 168.038,60 0,14 123.913,18 -4,17328678723339
290 0,24 168.049,97 0,18 124.766,14 -4,17328678723339
291 0,30 168.101,03 0,22 124.879,62 -4,17328678723339
292 0,64 168.071,62 0,47 125.227,61 -4,6701871521944
293 0,19 168.134,10 0,14 125.419,43 -6,13607752300917
294 0,09 168.124,87 0,07 125.821,29 -5,87945626030516
295 6,80 168.198,79 5,08 125.736,86 -3,61587170407439
296 0,33 168.255,42 0,25 125.912,94 -3,61587170407439
297 14,67 168.267,88 10,97 125.769,24 -3,61587170407439
298 0,37 168.236,80 0,28 126.764,42 46,3450376376235
299 2,67 168.230,16 1,99 125.528,74 43,4985480175459
300 5,38 168.229,31 4,06 127.020,96 43,3498242931456
301 5,29 168.234,07 3,97 126.343,52 2,61479748715123
302 3,59 168.223,78 2,70 126.412,94 17,8404544793379
303 0,61 168.221,76 0,46 126.641,71 26,328135816341
304 0,06 168.226,46 0,05 125.260,24 8,78464098227162
305 0,01 168.227,68 0,01 126.035,12 8,75792223854443
306 -1,50 168.262,26 -1,12 126.240,56 11,4992027079656
307 -1,62 168.284,41 -1,22 126.395,25 18,5273835042612
308 0,32 168.245,65 0,24 127.357,58 23,1825493256615
309 0,15 168.392,41 0,11 126.777,92 15,7711015774374
310 0,22 168.305,71 0,17 127.416,13 16,179294936448
311 5,77 168.352,76 4,37 127.488,78 16,179294936448
312 0,24 168.267,70 0,18 127.040,77 16,2138251491301
313 0,23 168.386,74 0,17 126.926,40 16,2138251491301
314 0,07 168.338,16 0,05 127.056,30 16,2138251491301
315 0,06 168.354,63 0,05 126.473,92 10,9830026289752
316 0,46 168.452,37 0,35 127.199,40 -31,3286589066418
317 0,52 168.414,95 0,39 126.825,94 -30,6741515454656
318 4,46 168.462,91 3,36 126.846,41 -30,6741515454656
319 0,72 168.421,30 0,54 126.784,40 -24,1634718587928
320 0,09 168.557,56 0,07 126.634,17 -24,3407109799817
321 0,55 168.434,00 0,42 127.164,85 -10,1381033162371
322 2,11 168.462,64 1,59 126.687,94 -15,0445984732948
323 3,60 168.521,51 2,72 127.064,33 -24,0473022053363
324 1,40 168.549,61 1,06 127.419,64 -19,9195944612386
325 0,14 168.575,60 0,11 127.089,24 -37,7237546723261
326 2,03 168.621,05 1,53 126.852,56 -37,7237546723261
327 0,06 168.606,48 0,04 127.107,57 -37,7237546723261
328 0,03 168.583,39 0,02 127.323,03 7,48144242619571
329 0,14 168.571,82 0,10 127.325,64 40,801724116488
330 0,11 168.587,13 0,09 127.457,32 40,801724116488
331 0,12 168.613,61 0,09 127.502,52 40,8657270531614
332 0,14 168.594,43 0,10 127.527,11 40,7311664973223
333 0,16 168.597,26 0,12 127.495,10 40,7465352901849
334 0,28 168.647,87 0,21 127.593,97 15,2616478025981
335 0,41 168.664,09 0,31 127.695,03 15,380893939903
336 -0,15 168.736,75 -0,11 127.758,62 -34,4897726700647
337 0,19 168.666,88 0,14 127.760,97 -34,4897726700647
338 0,04 168.673,03 0,03 127.691,21 -34,4897726700647
339 0,08 168.698,61 0,06 127.713,65 -4,69977071625905
340 0,25 168.707,76 0,19 127.704,76 -38,5512006466226
341 0,40 168.708,67 0,31 127.696,60 -39,7483688129327
342 0,14 168.738,18 0,10 127.723,77 -39,7483688129327
343 0,01 168.725,41 0,01 127.727,86 -29,2869257564265
344 0,17 168.726,54 0,13 127.696,43 -27,1133098116312
345 0,27 168.739,99 0,20 127.690,77 -27,0913293992549
346 0,57 168.778,69 0,43 127.729,32 -28,1711073333462
347 3,45 168.760,95 2,61 127.738,80 -6,33027246994679
348 0,23 168.765,43 0,17 127.685,58 -17,7285825733453
349 0,58 168.740,61 0,44 127.727,23 -20,7466010569198
350 0,03 168.730,23 0,02 127.569,18 -20,7466010569198
351 0,12 168.726,24 0,09 127.630,93 -20,2424584554517
352 0,13 168.728,10 0,09 127.583,70 -36,5972188048908
353 0,08 168.728,22 0,06 127.564,93 -36,7283939558317
354 0,16 168.727,98 0,12 127.521,66 -33,2610796281515
355 0,18 168.729,47 0,14 127.509,55 -31,8061037735297
356 0,23 168.732,64 0,17 127.459,32 -27,0767717973625
357 0,09 168.735,36 0,07 127.442,52 -3,16948593153492
358 0,00 168.738,80 0,00 127.504,20 -0,596278589985093
359 0,08 168.754,46 0,06 127.479,72 -0,596278589985093
360 -0,02 168.748,77 -0,01 127.515,52 -0,596278589985093
361 0,27 168.755,22 0,20 127.559,52 -0,596278589985093
362 0,04 168.758,67 0,03 127.503,89 -0,596278589985093
363 0,65 168.763,33 0,49 127.562,79 -6,40573822384737
364 0,36 168.766,10 0,28 127.580,86 -6,27333563875301
365 0,18 168.761,61 0,14 127.476,90 -6,27333563875301
366 0,33 168.760,27 0,25 127.559,70 -6,27333563875301
367 0,01 168.767,69 0,00 127.494,68 -9,10627127838595
368 0,06 168.768,84 0,04 127.573,75 -5,3698619429578
369 0,28 168.766,99 0,21 127.568,55 -0,755845994601932
370 0,01 168.767,28 0,00 127.570,83 -3,49293484193681
371 0,11 168.765,71 0,09 127.567,48 -3,43230539351369
372 0,02 168.765,40 0,01 127.532,90 -0,684215180128471
373 0,20 168.765,02 0,15 127.572,08 -0,684215180128471
374 0,29 168.767,28 0,22 127.562,42 -0,579854531337749
375 0,06 168.764,71 0,04 127.574,26 -0,579854531337749
376 0,21 168.764,57 0,16 127.569,71 19,112636917905
377 0,15 168.764,74 0,12 127.551,74 14,8418876116649
378 0,01 168.768,87 0,01 127.572,96 11,9046602258033
379 0,06 168.769,01 0,04 127.577,17 11,9046602258033
380 0,07 168.771,44 0,06 127.555,08 15,6963464371917
381 0,06 168.774,97 0,05 127.572,68 13,7118551863872
382 0,13 168.777,12 0,10 127.562,83 12,6185691927924
383 0,15 168.778,96 0,12 127.567,39 12,4594554759896
384 0,11 168.775,02 0,08 127.553,08 12,4594554759896
385 0,11 168.776,77 0,08 127.552,04 12,4594554759896
386 0,06 168.776,42 0,04 127.567,17 14,1250982934893
387 0,06 168.774,81 0,05 127.582,24 14,4934788026077
388 0,14 168.776,28 0,11 127.578,24 14,4934788026077
389 0,14 168.778,31 0,10 127.583,53 11,295278983859
390 0,21 168.778,45 0,16 127.581,71 15,0044094505651
391 0,28 168.779,33 0,21 127.582,97 15,0044094505651
392 0,11 168.778,07 0,08 127.585,24 15,0044094505651
393 0,02 168.780,23 0,02 127.578,84 15,0044094505651
394 0,01 168.781,26 0,01 127.584,35 15,0044094505651
395 0,09 168.782,09 0,07 127.589,34 14,8077006992713
396 0,32 168.780,60 0,24 127.589,25 21,5615168395103
397 0,03 168.779,15 0,03 127.585,50 21,5615168395103
398 0,04 168.779,01 0,03 127.581,89 32,9987318890759
399 0,04 168.778,78 0,03 127.580,43 30,3597330266773
400 0,04 168.779,33 0,03 127.582,78 30,3597330266773
401 0,00 168.779,37 0,00 127.582,18 20,0433538591202
402 0,01 168.781,13 0,01 127.581,26 14,8269505560236
403 0,02 168.781,90 0,02 127.585,43 14,8269505560236
404 0,06 168.782,93 0,04 127.585,45 14,8269505560236
405 0,01 168.782,28 0,01 127.587,33 14,6986029197515
406 0,13 168.782,62 0,10 127.572,93 23,5130412165423
407 0,06 168.782,26 0,05 127.570,10 26,574243642066
408 0,05 168.781,83 0,04 127.583,95 20,363883902788
409 0,15 168.781,22 0,11 127.576,61 20,363883902788
410 0,03 168.782,08 0,02 127.571,72 21,0166742357627
411 0,05 168.782,23 0,04 127.575,36 21,0166742357627
412 0,05 168.782,59 0,04 127.585,01 21,0166742357627
413 0,02 168.781,86 0,01 127.574,45 21,0166742357627
414 0,02 168.781,96 0,02 127.571,59 9,04124295697171
415 0,03 168.780,92 0,03 127.565,20 15,2896781772281
416 0,04 168.780,74 0,03 127.560,92 15,2896781772281
417 0,04 168.780,71 0,03 127.550,10 15,2896781772281
418 -0,01 168.781,22 -0,01 127.551,09 16,1331071315217
419 0,05 168.781,52 0,03 127.555,71 17,6922751454012
420 0,03 168.781,39 0,02 127.550,05 17,6922751454012
421 0,05 168.781,48 0,04 127.548,34 17,6922751454012
422 -0,02 168.782,51 -0,01 127.547,28 -15,6362265258391
423 0,04 168.781,30 0,03 127.556,47 -16,1992798826868
424 0,08 168.781,10 0,06 127.562,67 1,40505729920873
425 0,10 168.780,95 0,07 127.569,17 1,40505729920873
426 0,10 168.780,95 0,07 127.578,56 1,40505729920873
427 0,10 168.780,95 0,07 127.565,33 1,40505729920873
428 0,10 168.780,95 0,07 127.569,99 1,40505729920873
429 0,10 168.780,95 0,07 127.571,32 1,40505729920873
430 0,10 168.780,95 0,07 127.572,67 1,40505729920873
431 0,03 168.782,42 0,02 127.572,15 -2,26083953964678
432 0,09 168.782,43 0,06 127.577,49 -2,26083953964678
433 0,03 168.783,09 0,03 127.576,71 -2,26083953964678
434 0,06 168.783,28 0,05 127.571,86 -2,26083953964678
435 0,01 168.782,41 0,01 127.565,65 -2,26083953964678
436 0,08 168.782,70 0,06 127.577,37 -2,26083953964678
437 0,01 168.783,72 0,01 127.571,89 -2,26083953964678
438 0,07 168.786,11 0,06 127.583,97 -3,84442692028493
439 0,10 168.787,27 0,08 127.584,75 -2,31010979598964
440 0,12 168.787,55 0,09 127.587,32 -2,84821097206328
441 0,11 168.788,86 0,08 127.593,10 -2,84821097206328
442 0,15 168.786,42 0,11 127.592,63 3,58814292722447
443 0,13 168.786,10 0,10 127.584,65 5,79749902048863
444 0,07 168.786,28 0,05 127.587,78 5,79749902048863
445 0,05 168.786,26 0,04 127.588,77 5,79749902048863
446 0,11 168.786,18 0,08 127.587,44 3,38737452843062
447 0,17 168.786,38 0,13 127.586,84 4,19444733108727
448 0,13 168.786,05 0,10 127.585,75 1,58136638660423
449 0,06 168.785,97 0,04 127.586,47 -1,02247878346811
450 0,11 168.786,15 0,08 127.584,54 -2,53103250028095
451 0,14 168.786,10 0,10 127.586,63 -2,53103250028095
452 0,07 168.786,02 0,05 127.583,41 -1,01883074430032
453 0,07 168.786,21 0,05 127.583,84 -1,01883074430032
454 0,07 168.786,19 0,05 127.584,18 -1,01883074430032
